index,date,time,open,high,low,close
NIFTY,20080101,09:55,6138.6,6154.6,6138.6,6148.9
NIFTY,20080101,09:56,6149.75,6149.75,6132.8,6132.8
NIFTY,20080101,09:57,6138.25,6138.25,6127.95,6127.95
NIFTY,20080101,09:58,6127.15,6127.15,6120.9,6120.9
NIFTY,20080101,09:59,6118.05,6118.05,6113.55,6113.9
NIFTY,20080101,10:00,6114.05,6123.35,6114.05,6123.35
NIFTY,20080101,10:01,6125.7,6126.65,6124.2,6124.2
NIFTY,20080101,10:02,6123.6,6125.6,6122.85,6124.65
NIFTY,20080101,10:03,6124.85,6126.05,6121.9,6121.9
NIFTY,20080101,10:04,6121.15,6121.15,6111.35,6111.35
NIFTY,20080101,10:05,6110.5,6114.35,6110.5,6114.35
NIFTY,20080101,10:06,6115.85,6123.85,6115.85,6123.85
NIFTY,20080101,10:07,6124.65,6125.8,6124.65,6125.2
NIFTY,20080101,10:08,6125.85,6128.9,6125.85,6128.9
NIFTY,20080101,10:09,6128.5,6130.65,6128.5,6128.9
NIFTY,20080101,10:10,6128.7,6130.15,6128.6,6129.45
NIFTY,20080101,10:11,6128.7,6128.7,6126.5,6127.4
NIFTY,20080101,10:12,6125.75,6125.75,6123.15,6123.6
NIFTY,20080101,10:13,6124.15,6125.3,6123.8,6124.25
NIFTY,20080101,10:14,6123.65,6124,6123.25,6123.55
NIFTY,20080101,10:15,6124.85,6125.85,6123.45,6125.65
NIFTY,20080101,10:16,6126.65,6128.15,6125.8,6128.15
NIFTY,20080101,10:17,6129.1,6131.15,6128.8,6130.55
NIFTY,20080101,10:18,6130.75,6131.65,6129.95,6130
NIFTY,20080101,10:19,6130.65,6131.9,6129.85,6131.55
NIFTY,20080101,10:20,6132.2,6134.45,6132.2,6132.85
NIFTY,20080101,10:21,6132.8,6132.8,6130.35,6131.05
NIFTY,20080101,10:22,6129.65,6130.7,6128.7,6129
NIFTY,20080101,10:23,6129.75,6130.3,6129.35,6130
NIFTY,20080101,10:24,6130.15,6131.3,6130.15,6131.2
NIFTY,20080101,10:25,6132.25,6133.3,6132.25,6132.3
NIFTY,20080101,10:26,6132.5,6134.3,6132.5,6132.9
NIFTY,20080101,10:27,6133.35,6133.4,6132.5,6133.2
NIFTY,20080101,10:28,6133.15,6134.25,6133,6133.85
NIFTY,20080101,10:29,6134.4,6134.85,6134.2,6134.45
NIFTY,20080101,10:30,6134.85,6135.35,6134.35,6135.3
NIFTY,20080101,10:31,6135.25,6135.85,6135,6135
NIFTY,20080101,10:32,6135.55,6135.7,6134.75,6135.15
NIFTY,20080101,10:33,6135.35,6136.85,6135.35,6135.9
NIFTY,20080101,10:34,6135.65,6135.65,6133.25,6133.55
NIFTY,20080101,10:35,6133,6133.35,6131.35,6131.35
NIFTY,20080101,10:36,6131.2,6132.1,6128.5,6128.5
NIFTY,20080101,10:37,6128.15,6128.3,6126.6,6128.3
NIFTY,20080101,10:38,6128.45,6129.1,6128.1,6128.2
NIFTY,20080101,10:39,6129.2,6129.2,6128,6129.2
NIFTY,20080101,10:40,6130,6131.05,6130,6130.6
NIFTY,20080101,10:41,6130.85,6132.35,6130.85,6131.6
NIFTY,20080101,10:42,6132.2,6132.2,6131.3,6131.5
NIFTY,20080101,10:43,6130.85,6131.65,6130.8,6131.55
NIFTY,20080101,10:44,6131.55,6132.55,6131.4,6132.35
NIFTY,20080101,10:45,6133.3,6135.65,6133.3,6135.4
NIFTY,20080101,10:46,6135.4,6139.15,6135.4,6138.95
NIFTY,20080101,10:47,6139.35,6140.9,6139.35,6140.1
NIFTY,20080101,10:48,6141,6141.05,6139.55,6141.05
NIFTY,20080101,10:49,6141.2,6143.15,6141.2,6143.15
NIFTY,20080101,10:50,6142.7,6143.05,6140.85,6140.85
NIFTY,20080101,10:51,6140.5,6140.5,6138.8,6139.15
NIFTY,20080101,10:52,6138.8,6138.8,6136.15,6136.15
NIFTY,20080101,10:53,6136.4,6137.55,6136.3,6137.55
NIFTY,20080101,10:54,6138.05,6139.35,6137.75,6138.3
NIFTY,20080101,10:55,6137.95,6139.4,6137.95,6139.05
NIFTY,20080101,10:56,6139.45,6140.15,6138.4,6140.15
NIFTY,20080101,10:57,6140.5,6141,6139.55,6140.6
NIFTY,20080101,10:58,6140.35,6140.4,6138.35,6138.35
NIFTY,20080101,10:59,6136.85,6137.4,6135.3,6135.3
NIFTY,20080101,11:00,6136.15,6136.4,6133.05,6133.05
NIFTY,20080101,11:01,6133.55,6133.55,6129.85,6129.85
NIFTY,20080101,11:02,6129.9,6130.3,6128.9,6130.3
NIFTY,20080101,11:03,6130.05,6131.6,6129.65,6131.6
NIFTY,20080101,11:04,6130.15,6132.4,6130.15,6132.25
NIFTY,20080101,11:05,6132.7,6134.05,6132.7,6133.5
NIFTY,20080101,11:06,6133.9,6134.85,6133.35,6134.85
NIFTY,20080101,11:07,6134.9,6135.5,6134.7,6134.85
NIFTY,20080101,11:08,6134.75,6135.75,6134.75,6135.7
NIFTY,20080101,11:09,6135.75,6137.1,6135.75,6137.1
NIFTY,20080101,11:10,6137.7,6138.4,6137.6,6138.15
NIFTY,20080101,11:11,6138.35,6138.35,6137.15,6137.8
NIFTY,20080101,11:12,6137.3,6137.9,6136.85,6137.9
NIFTY,20080101,11:13,6138.05,6139.75,6138.05,6139.75
NIFTY,20080101,11:14,6139.05,6139.05,6137.9,6138
NIFTY,20080101,11:15,6137,6137.3,6134.95,6135.45
NIFTY,20080101,11:16,6135.85,6137.05,6135.85,6137.05
NIFTY,20080101,11:17,6137.6,6138.3,6137.4,6137.65
NIFTY,20080101,11:18,6137.9,6138.55,6137.9,6138.45
NIFTY,20080101,11:19,6138.05,6138.55,6138.05,6138.5
NIFTY,20080101,11:20,6138.6,6139.2,6138.2,6139.2
NIFTY,20080101,11:21,6139.35,6140.25,6138.7,6140.05
NIFTY,20080101,11:22,6140.15,6140.4,6139.1,6139.1
NIFTY,20080101,11:23,6139.4,6139.4,6138.3,6138.6
NIFTY,20080101,11:24,6138.4,6138.9,6136.8,6136.8
NIFTY,20080101,11:25,6136.7,6136.7,6135.1,6135.1
NIFTY,20080101,11:26,6135.15,6135.15,6133.5,6133.5
NIFTY,20080101,11:27,6132.75,6133,6132.15,6132.7
NIFTY,20080101,11:28,6133.85,6134.45,6133.3,6134.45
NIFTY,20080101,11:29,6134.6,6135.65,6134.45,6134.45
NIFTY,20080101,11:30,6135.15,6135.15,6134.2,6134.65
NIFTY,20080101,11:31,6134.8,6135.5,6134.65,6135.1
NIFTY,20080101,11:32,6135.2,6135.55,6134.15,6134.15
NIFTY,20080101,11:33,6133.5,6133.5,6132.2,6132.45
NIFTY,20080101,11:34,6132.3,6132.3,6131.5,6132
NIFTY,20080101,11:35,6132.7,6134.35,6132.3,6134.3
NIFTY,20080101,11:36,6134,6136.75,6134,6136.3
NIFTY,20080101,11:37,6137.35,6138.5,6136.85,6138.1
NIFTY,20080101,11:38,6138,6138.35,6137.75,6137.75
NIFTY,20080101,11:39,6136.8,6137.65,6136.8,6136.85
NIFTY,20080101,11:40,6137.6,6138.85,6137.15,6137.8
NIFTY,20080101,11:41,6138.45,6138.85,6138.15,6138.15
NIFTY,20080101,11:42,6138.2,6139.6,6138.15,6139.55
NIFTY,20080101,11:43,6140.15,6140.15,6138.9,6139.65
NIFTY,20080101,11:44,6139.35,6140,6139.15,6139.15
NIFTY,20080101,11:45,6139.2,6140.05,6138.65,6140.05
NIFTY,20080101,11:46,6139.4,6140.7,6139.4,6140.7
NIFTY,20080101,11:47,6140.7,6140.75,6139.05,6140.4
NIFTY,20080101,11:48,6140.3,6141.05,6139.8,6140.95
NIFTY,20080101,11:49,6140.4,6142.5,6140.4,6142.2
NIFTY,20080101,11:50,6142.35,6142.45,6141.75,6142.05
NIFTY,20080101,11:51,6142.5,6143.45,6142.2,6143.35
NIFTY,20080101,11:52,6143.15,6144.85,6142.95,6144.25
NIFTY,20080101,11:53,6146.85,6146.85,6144.6,6146.05
NIFTY,20080101,11:54,6146,6146.05,6145.45,6145.45
NIFTY,20080101,11:55,6145.8,6146.05,6144.9,6145.15
NIFTY,20080101,11:56,6145.1,6146.05,6145.1,6145.95
NIFTY,20080101,11:57,6145.75,6145.75,6144.6,6145.5
NIFTY,20080101,11:58,6146.1,6146.1,6145.45,6145.65
NIFTY,20080101,11:59,6145.8,6145.8,6141.55,6142.7
NIFTY,20080101,12:00,6141.6,6142.15,6141.05,6141.05
NIFTY,20080101,12:01,6141.3,6142.6,6140.8,6142.6
NIFTY,20080101,12:02,6142.85,6142.85,6141.65,6142.7
NIFTY,20080101,12:03,6142.45,6142.85,6141,6142.85
NIFTY,20080101,12:04,6142.55,6143.85,6142.55,6143.85
NIFTY,20080101,12:05,6144.05,6144.35,6143.85,6143.85
NIFTY,20080101,12:06,6143.7,6143.8,6142.85,6143.4
NIFTY,20080101,12:07,6144.35,6146.55,6144.35,6145.05
NIFTY,20080101,12:08,6145.4,6146.1,6145.05,6145.2
NIFTY,20080101,12:09,6144.3,6145.35,6144.3,6145.35
NIFTY,20080101,12:10,6145.25,6147.95,6145.25,6147.9
NIFTY,20080101,12:11,6147.5,6150.05,6147.5,6150.05
NIFTY,20080101,12:12,6150,6151.1,6149.75,6150.8
NIFTY,20080101,12:13,6152.15,6156.25,6152.15,6156.25
NIFTY,20080101,12:14,6156.55,6157.4,6156.15,6156.15
NIFTY,20080101,12:15,6156.35,6157.75,6155.15,6157.75
NIFTY,20080101,12:16,6158.05,6159.6,6157.9,6158.3
NIFTY,20080101,12:17,6158.3,6158.85,6156.5,6156.5
NIFTY,20080101,12:18,6156,6157.5,6155.4,6155.7
NIFTY,20080101,12:19,6155.8,6156.9,6155.35,6156.9
NIFTY,20080101,12:20,6156.85,6157.25,6155.7,6156.05
NIFTY,20080101,12:21,6156.95,6158.65,6156.95,6158.65
NIFTY,20080101,12:22,6158.65,6158.65,6157.5,6157.85
NIFTY,20080101,12:23,6157.75,6158.7,6157.75,6158.7
NIFTY,20080101,12:24,6158.15,6158.85,6157.35,6157.35
NIFTY,20080101,12:25,6157.65,6157.65,6155.8,6155.9
NIFTY,20080101,12:26,6155.8,6155.8,6153.75,6155.1
NIFTY,20080101,12:27,6154.55,6154.9,6153.95,6153.95
NIFTY,20080101,12:28,6153.9,6154.75,6153.2,6154.5
NIFTY,20080101,12:29,6154.25,6154.8,6153.8,6154.25
NIFTY,20080101,12:30,6154.4,6155.15,6153.35,6153.35
NIFTY,20080101,12:31,6153.05,6153.5,6152.25,6153.5
NIFTY,20080101,12:32,6154.75,6155.8,6154.5,6155.2
NIFTY,20080101,12:33,6154.85,6157.05,6154.15,6157.05
NIFTY,20080101,12:34,6157.45,6157.7,6156.5,6157.05
NIFTY,20080101,12:35,6156.5,6157.75,6156.4,6157.65
NIFTY,20080101,12:36,6157.65,6157.7,6157.2,6157.4
NIFTY,20080101,12:37,6157.3,6157.35,6156.75,6156.75
NIFTY,20080101,12:38,6156.6,6156.7,6156.1,6156.1
NIFTY,20080101,12:39,6156.15,6156.15,6155.1,6155.1
NIFTY,20080101,12:40,6154.45,6154.95,6153.9,6154.7
NIFTY,20080101,12:41,6155.1,6155.45,6154.6,6154.9
NIFTY,20080101,12:42,6154.9,6155.75,6154.2,6155
NIFTY,20080101,12:43,6155.35,6155.55,6155,6155.55
NIFTY,20080101,12:44,6155.4,6156.25,6154.9,6156.25
NIFTY,20080101,12:45,6156.45,6157.8,6156.45,6157
NIFTY,20080101,12:46,6157,6157,6155.35,6155.6
NIFTY,20080101,12:47,6155.65,6156.75,6154.9,6156.75
NIFTY,20080101,12:48,6156.1,6157.55,6155,6157.15
NIFTY,20080101,12:49,6156.2,6156.2,6153.9,6155.5
NIFTY,20080101,12:50,6154.2,6155.1,6153.6,6153.6
NIFTY,20080101,12:51,6153.7,6154.15,6153.35,6153.35
NIFTY,20080101,12:52,6153.15,6154.55,6153.15,6154.55
NIFTY,20080101,12:53,6154.35,6154.85,6153.95,6153.95
NIFTY,20080101,12:54,6154.65,6156,6154,6156
NIFTY,20080101,12:55,6155.6,6155.6,6154.3,6155.3
NIFTY,20080101,12:56,6155.3,6155.85,6155.15,6155.15
NIFTY,20080101,12:57,6154.8,6156.95,6154.8,6156.95
NIFTY,20080101,12:58,6156.7,6157.5,6156,6156.8
NIFTY,20080101,12:59,6156.65,6158.2,6156.65,6158.2
NIFTY,20080101,13:00,6158.05,6159.15,6158.05,6158.3
NIFTY,20080101,13:01,6158.15,6158.95,6157.65,6158.95
NIFTY,20080101,13:02,6158.7,6159.8,6158.25,6159.8
NIFTY,20080101,13:03,6159.6,6160.05,6157.95,6158.8
NIFTY,20080101,13:04,6158.4,6159.5,6158.1,6159.5
NIFTY,20080101,13:05,6159.6,6159.75,6159.15,6159.7
NIFTY,20080101,13:06,6159.85,6161.2,6159.6,6161.1
NIFTY,20080101,13:07,6160.75,6161.3,6160.6,6160.8
NIFTY,20080101,13:08,6160.95,6161.55,6160.4,6160.5
NIFTY,20080101,13:09,6161.65,6161.8,6160.45,6161.8
NIFTY,20080101,13:10,6161.75,6162.15,6161.05,6161.45
NIFTY,20080101,13:11,6161.35,6162.3,6161.35,6161.55
NIFTY,20080101,13:12,6161.9,6162,6160.25,6160.9
NIFTY,20080101,13:13,6160.85,6160.85,6159.6,6159.75
NIFTY,20080101,13:14,6159.5,6159.8,6159.15,6159.15
NIFTY,20080101,13:15,6159.1,6159.55,6158.25,6159.3
NIFTY,20080101,13:16,6158.35,6159.15,6158.15,6158.6
NIFTY,20080101,13:17,6156.4,6158.9,6156.4,6158.6
NIFTY,20080101,13:18,6156.2,6159,6156.2,6159
NIFTY,20080101,13:19,6159.6,6159.6,6158.75,6158.75
NIFTY,20080101,13:20,6158.35,6158.85,6158.3,6158.45
NIFTY,20080101,13:21,6158.25,6158.7,6157.65,6158.15
NIFTY,20080101,13:22,6157.2,6158.85,6157.2,6157.75
NIFTY,20080101,13:23,6158,6158,6156.35,6156.35
NIFTY,20080101,13:24,6155.5,6157.45,6155.15,6155.7
NIFTY,20080101,13:25,6155.65,6157.6,6155.65,6157.6
NIFTY,20080101,13:26,6156.55,6156.55,6155.3,6155.3
NIFTY,20080101,13:27,6155.8,6156,6155,6155.7
NIFTY,20080101,13:28,6156.1,6156.5,6155.3,6155.3
NIFTY,20080101,13:29,6155.75,6157.25,6155.75,6157.25
NIFTY,20080101,13:30,6157.6,6157.9,6156.8,6157.65
NIFTY,20080101,13:31,6158.5,6160.8,6157.25,6160.35
NIFTY,20080101,13:32,6160.85,6161.75,6160.85,6160.9
NIFTY,20080101,13:33,6162.3,6164.5,6161.85,6163.2
NIFTY,20080101,13:34,6162.35,6164.85,6162.35,6163.3
NIFTY,20080101,13:35,6163.6,6163.75,6160.95,6163.55
NIFTY,20080101,13:36,6163.25,6163.25,6160.2,6160.2
NIFTY,20080101,13:37,6162.3,6162.65,6161.25,6162.25
NIFTY,20080101,13:38,6162.4,6162.4,6161.05,6162.1
NIFTY,20080101,13:39,6162.35,6162.35,6160.55,6161.9
NIFTY,20080101,13:40,6160.1,6162.05,6159,6162
NIFTY,20080101,13:41,6162.4,6162.4,6160.45,6161.25
NIFTY,20080101,13:42,6161.45,6161.45,6158.5,6158.5
NIFTY,20080101,13:43,6159.65,6159.65,6157.85,6157.85
NIFTY,20080101,13:44,6157.75,6157.75,6155.2,6156.2
NIFTY,20080101,13:45,6154.55,6156.1,6154.4,6154.4
NIFTY,20080101,13:46,6154.4,6154.4,6154,6154.25
NIFTY,20080101,13:47,6154.6,6154.95,6153.4,6153.7
NIFTY,20080101,13:48,6153.2,6155.3,6153.2,6155.25
NIFTY,20080101,13:49,6155.3,6157,6155.3,6157
NIFTY,20080101,13:50,6156.15,6160.05,6156,6156.3
NIFTY,20080101,13:51,6157.6,6158.7,6153.75,6154.45
NIFTY,20080101,13:52,6155.65,6156.35,6152.7,6155.9
NIFTY,20080101,13:53,6156.35,6156.45,6152.75,6156.05
NIFTY,20080101,13:54,6152.45,6155.1,6151.75,6152.35
NIFTY,20080101,13:55,6153,6153.2,6151.8,6152.65
NIFTY,20080101,13:56,6153.65,6155.4,6152.95,6155.4
NIFTY,20080101,13:57,6155.7,6156.2,6154.15,6155.6
NIFTY,20080101,13:58,6152.6,6154.95,6152.6,6154.95
NIFTY,20080101,13:59,6154.85,6156.05,6154.1,6156.05
NIFTY,20080101,14:00,6156.05,6156.7,6155.2,6156.4
NIFTY,20080101,14:01,6154.95,6155.9,6154.45,6155.25
NIFTY,20080101,14:02,6155.8,6157.35,6155.8,6156.95
NIFTY,20080101,14:03,6157.55,6157.55,6154.45,6155.75
NIFTY,20080101,14:04,6156.9,6156.9,6152.7,6155.8
NIFTY,20080101,14:05,6155.2,6155.2,6152.8,6154.15
NIFTY,20080101,14:06,6154.4,6155.05,6153.25,6154.5
NIFTY,20080101,14:07,6155.05,6155.5,6154.3,6154.85
NIFTY,20080101,14:08,6154.9,6156.3,6153.1,6153.1
NIFTY,20080101,14:09,6154.3,6155.05,6153,6153
NIFTY,20080101,14:10,6153.25,6153.35,6152.1,6152.1
NIFTY,20080101,14:11,6152.65,6152.65,6149.35,6149.45
NIFTY,20080101,14:12,6149.1,6149.1,6145.75,6145.75
NIFTY,20080101,14:13,6144.75,6144.75,6140.6,6140.6
NIFTY,20080101,14:14,6140.8,6140.8,6137.2,6137.7
NIFTY,20080101,14:15,6136.85,6136.85,6134.65,6134.65
NIFTY,20080101,14:16,6133.15,6133.5,6130.2,6131.2
NIFTY,20080101,14:17,6132,6132.25,6130.85,6131.95
NIFTY,20080101,14:18,6131.4,6134.45,6130.8,6134.3
NIFTY,20080101,14:19,6134.8,6138,6134.8,6137.45
NIFTY,20080101,14:20,6138.2,6138.2,6135.65,6135.65
NIFTY,20080101,14:21,6137.6,6140.75,6137.6,6140.75
NIFTY,20080101,14:22,6140.2,6140.4,6139.4,6140.4
NIFTY,20080101,14:23,6140.05,6141.4,6139.1,6140.35
NIFTY,20080101,14:24,6141.7,6143.65,6139.15,6143.65
NIFTY,20080101,14:25,6143.25,6143.9,6142.3,6143.2
NIFTY,20080101,14:26,6143.1,6143.6,6142.6,6142.7
NIFTY,20080101,14:27,6141.85,6141.85,6140.3,6140.5
NIFTY,20080101,14:28,6140.45,6140.45,6138.5,6139.3
NIFTY,20080101,14:29,6138.2,6139.5,6137.5,6138.05
NIFTY,20080101,14:30,6138.1,6138.4,6136.2,6136.2
NIFTY,20080101,14:31,6136.5,6136.5,6133.65,6133.65
NIFTY,20080101,14:32,6134,6134.3,6133.2,6133.2
NIFTY,20080101,14:33,6132.9,6133.4,6131.2,6131.35
NIFTY,20080101,14:34,6130.9,6130.9,6125.55,6126.6
NIFTY,20080101,14:35,6126.7,6127.6,6122.95,6122.95
NIFTY,20080101,14:36,6121,6121.65,6118.1,6118.2
NIFTY,20080101,14:37,6119.7,6122.15,6119.7,6122.15
NIFTY,20080101,14:38,6124.1,6127.05,6123.5,6127.05
NIFTY,20080101,14:39,6127.15,6128.15,6126.85,6126.85
NIFTY,20080101,14:40,6127.1,6128.15,6125.4,6125.4
NIFTY,20080101,14:41,6127.4,6127.65,6124.05,6124.05
NIFTY,20080101,14:42,6124.5,6124.5,6119.85,6122.75
NIFTY,20080101,14:43,6122.7,6122.7,6120.55,6120.95
NIFTY,20080101,14:44,6118.9,6119.95,6117.75,6117.95
NIFTY,20080101,14:45,6118.25,6118.25,6116.4,6117.5
NIFTY,20080101,14:46,6117.95,6122.1,6117.95,6122.1
NIFTY,20080101,14:47,6122.45,6124.9,6120.4,6124.9
NIFTY,20080101,14:48,6125,6125.45,6122.4,6125.45
NIFTY,20080101,14:49,6125.75,6128.1,6125.25,6128.1
NIFTY,20080101,14:50,6128.15,6128.55,6126.1,6126.1
NIFTY,20080101,14:51,6128.35,6128.65,6126.15,6127.5
NIFTY,20080101,14:52,6128,6128.2,6125.25,6127.05
NIFTY,20080101,14:53,6129.25,6135.35,6129.25,6135.35
NIFTY,20080101,14:54,6136.2,6137.15,6132.9,6137.15
NIFTY,20080101,14:55,6137.15,6138.9,6137.15,6138.9
NIFTY,20080101,14:56,6138.85,6138.85,6135.3,6135.35
NIFTY,20080101,14:57,6134.2,6135.6,6132.4,6132.4
NIFTY,20080101,14:58,6132.6,6133.8,6131.6,6132.1
NIFTY,20080101,14:59,6129.55,6132.6,6129,6131.85
NIFTY,20080101,15:00,6132.3,6134,6132.3,6132.65
NIFTY,20080101,15:01,6133.75,6134.25,6131.55,6133.45
NIFTY,20080101,15:02,6135.85,6135.85,6134.85,6135.8
NIFTY,20080101,15:03,6134.1,6134.65,6131,6132.45
NIFTY,20080101,15:04,6132.9,6132.9,6125.8,6125.8
NIFTY,20080101,15:05,6125.1,6126.85,6123.3,6123.45
NIFTY,20080101,15:06,6123.4,6124.55,6120.4,6124.55
NIFTY,20080101,15:07,6124.8,6125.6,6122.5,6122.5
NIFTY,20080101,15:08,6122.25,6122.7,6119.4,6119.4
NIFTY,20080101,15:09,6116.6,6119.8,6116.6,6119
NIFTY,20080101,15:10,6120.95,6121.85,6119.8,6121.7
NIFTY,20080101,15:11,6123.25,6137.1,6123.25,6137.1
NIFTY,20080101,15:12,6136,6142.25,6136,6141.25
NIFTY,20080101,15:13,6140.8,6143.8,6137.75,6137.75
NIFTY,20080101,15:14,6139.95,6147.85,6139.95,6143.25
NIFTY,20080101,15:15,6145,6150.45,6145,6150.45
NIFTY,20080101,15:16,6148.35,6151.35,6148.35,6151.1
NIFTY,20080101,15:17,6152.05,6154.9,6151.95,6154.2
NIFTY,20080101,15:18,6153.75,6153.9,6152,6152.1
NIFTY,20080101,15:19,6152.65,6152.65,6151.3,6151.3
NIFTY,20080101,15:20,6151.5,6152.85,6151.5,6152.8
NIFTY,20080101,15:21,6153.8,6154.7,6152.95,6153.55
NIFTY,20080101,15:22,6154.7,6155.3,6152.65,6152.65
NIFTY,20080101,15:23,6152.65,6152.9,6150.95,6151.75
NIFTY,20080101,15:24,6150.8,6151.95,6150.2,6151.3
NIFTY,20080101,15:25,6150.95,6151.2,6149.75,6150.5
NIFTY,20080101,15:26,6150.6,6150.9,6149.65,6149.65
NIFTY,20080101,15:27,6149.5,6151.65,6149.5,6150.4
NIFTY,20080101,15:28,6151.1,6151.1,6147.6,6147.9
NIFTY,20080101,15:29,6147.65,6149.5,6147.5,6149.2
